slm,micro_precision,micro_recall,micro_f1,macro_f1,mean_n_pred,mean_n_truth,mean_runtime_sec
g-qwen2.5-7b-instruct,0.3509,0.625,0.4494,0.4466,19.0,10.7,111.2
