slm,micro_precision,micro_recall,micro_f1,macro_f1,mean_n_pred,mean_n_truth,mean_runtime_sec
g-qwen2.5-7b-instruct,0.325,0.4062,0.3611,0.3649,13.3,10.7,67.7
